@relation 'Rest API Endpoints'

@attribute label_type {get,post,put,delete,invalid}
@attribute text string

@data
get, ' Returns the details of a specific payment.As the customer goes through the process of making the payment the status of the payment will change.* `AWAITING_AUTHORISATION` -This is the initial status of all your payments.* `AUTHORISED` - This is the status that your payment is set to after the customer has authorised the payment with their ASPSP / bank.* `AWAITING_MULTI_AUTHORISATION` - Some business accounts such as charities require dual authorisation.* `NOT_AUTHORISED` - Either your customer clicked on cancel or the payment was rejected by their ASPSP / bank.* `PENDING` - This is the status that your payment is set to after the customer has authorised the payment with their ASPSP / bank but the bank may want to carry out another check before funding the transaction.* `PAID` - Funds were received into your fire.com GBP or EUR account from your customer�s ASPSP / bank.You will need to enable the `PERM_BUSINESS_GET_PAYMENT` permission to use this endpoint.'
get, ' You can retrieve the details of a specific fire.com user'
get, ' You can retrieve the details of all fire.com users on your acount.'
get, ' Retrieves the Billing Details.'
put, ' Updates the Billing Details.'
post, ' Adds/Overwrites the user entry in the access control database.'
delete, ' Using '*' for user clears all the users.'
get, ' If nothing is specified then this returns "".'
get, ' If nothing is specified in admin/settings.cfg then returns "". If no admin directory is specified then the shared area will be used where needed (e.g. for persistent info, access control data files etc. )'
get, ' If nothing is specified in admin/settings.cfg then returns "".'
get, ' 0 indicates that it is disabled, 1 indicates it is enabled.'
get, ' Each entry consists of user, agents (in minimal range representation) and access mask (not used currently).'
put, ' If filename is not specified then the currently set 'acldb' parameter is used.'
put, ' If filename is not specified then the currently set 'acldb' parameter is used.'
put, ' This will be used for subsequent load and save operations.'
put, ' 0 indicates disabled, 1 indicates enabled.'
post, ' Add an agent.'
post, ' An empty ipaddress or 0.0.0.0 both imply any address. Similarly an empty port or 0 both imply any port. For agents with source-address-indexing enabled, messages which do not match any source address will be discarded with an ERROR message, similar to community string mismatches.'
get, ' This in effect implements source-address-indexing, where 2 agents with the same address can be configured, each accepting messages from different management stations.'
get, ' has the agent value space changed?'
get, ' has the lab configuration changed?'
get, ' The minimum granularity is 10 msec.'
get, ' drop rate (every N-th PDU). 0 means no drops.'
get, ' Currently, only IPv4 addresses are allowed as the main address of the agent, but both IPv4 and IPv6 addresses are allowed as IP aliases for the agent.'
get, ' The agent will retransmit INFORM PDUs at this interval until it has received a reply from the manager.'
get, ' network interface card for the agent.'
get, ' subnet mask of the agent.'
get, ' set of MIBs, simulations and scenarios'
get, ' This count is incremented each time an agent starts. It affects the SNMPv3 EngineBoots parameter.'
get, ' MIB directory of the agent.'
get, ' owner of the agent.'
get, ' The limit for this configurable is 65536.'
get, ' port number'
get, ' private directory of the agent.'
get, ' protocols supported by agent as an array of strings'
get, ' read community string'
get, ' first scenario name'
get, ' first simulation name'
get, ' relative start time'
get, ' 0-Unknown 1-Running 2-Stopped 3-Halted 4-Paused 5-Deleted 6-Stopping'
get, ' has the agent state changed?'
get, ' The statistics are returned as 64-bit decimal numbers for the following statistics, total, discarded, error, GET, GETNEXT, SET, GETBULK, trap, GET variables, GETNEXT variables, SET variables, GETBULK variables, INFORM sent, INFORM re-sent, INFORM timed out, INFORM acked, INFORM REPORT'
get, ' SNMP PDU tracing'
get, ' Is a bitmask in which with the following bits (from LSB) check for type, length, range, access'
get, ' write community string'
put, ' Halt the current agent.'
post, ' port defaults to 161 if not specified. mask defaults to the class-based network mask for the address. interface defaults to the default network interface. If port is set to 0, the system will automatically select a port number. This is useful for client-mode protocols, such as TFTP or TOD. Upon start of an IP alias with a 0 (auto-assigned) port number, its port will change to contain the value of the selected system port.'
put, ' port defaults to 161 if not specified.'
get, ' The agent host address (set with mimic agent set host) is not in this list, since it is already accessible separately with mimic agent get host.'
put, ' port defaults to 161 if not specified.'
put, ' port defaults to 161 if not specified.'
put, ' port defaults to 161 if not specified.'
post, ' Pause the current agent.'
get, ' Agent's COAP configuration with port,rule,prompt,paging_prompt,userdb,keymap'
get, ' Agent's COAP configuration with port,rule,prompt,paging_prompt,userdb,keymap'
get, ' Statistics of fields indicated in the headers'
get, ' Trace 1 means enabled, 0 means not'
put, ' Agent's COAP configuration with port,rule,prompt,paging_prompt,userdb,keymap'
put, ' 1 to enable, 0 to disable'
get, ' Agent's DHCP configuration particulars'
get, ' Agent's DHCP configuration hwaddr,classid,add_options,script'
get, ' Statistics of fields indicated in the headers'
put, ' Trace 1 means enabled, 0 means not'
put, ' DHCP-OFFER message parameters'
put, ' Agent's DHCP configuration with port,rule,prompt,paging_prompt,userdb,keymap'
put, ' 1 to enable, 0 to disable'
get, ' Agent's IPMI configuration with port,rule,prompt,paging_prompt,userdb,keymap'
get, ' Agent's IPMI configuration with port,rule,prompt,paging_prompt,userdb,keymap'
get, ' Statistics of fields indicated in the headers'
put, ' Trace 1 means enabled, 0 means not'
get, ' Attribute can be working_authtype ,session_id, outbound_seq, inbound_seq , field_N'
put, ' Agent's IPMI configuration with port,rule,prompt,paging_prompt,userdb,keymap'
put, ' 1 to enable, 0 to disable'
put, ' Attribute can be working_authtype ,session_id, outbound_seq, inbound_seq , field_N'
put, ' 0 - stopped, 2 - disconnected, 3 - connecting, 4 - connected, 5 - waiting for CONNACK, 6 - waiting for SUBACK, 7 - CONNACK received, in steady state'
put, ' 0 means stopped, 1 means running'
put, ' 0 or more'
put, ' By default, the MIMIC SNMPTCP server listens on all the IP addresses (aliases) that are configured for an agent'
put, ' By default, the MIMIC SNMPTCP server listens on all the IP addresses (aliases) that are configured for an agent'
get, ' By default, the MIMIC SNMPTCP server listens on all the IP addresses (aliases) that are configured for an agent'
get, ' By default, the MIMIC SNMPTCP server listens on all the IP addresses (aliases) that are configured for an agent'
put, ' Agent's SNMPTCP configuration with port,rule,prompt,paging_prompt,userdb,keymap'
put, ' 1 to enable, 0 to disable'
post, ' Adds a new access entry with the specified parameters.'
delete, ' Clears all access entries.'
delete, ' Deletes the specified access entry.'
get, ' Returns the current acccess entries as an array of strings.'
get, ' Returns the SNMPv3 configuration.'
